time_ms,2nd order (accel-bounded)_case1,3rd order (jerk-bounded)_case1,4th order (snap-bounded)_case1,4th order, tight snap (20000)_case1,2nd order (accel-bounded)_case3b,3rd order (jerk-bounded)_case3b,4th order (snap-bounded)_case3b,4th order, tight snap (20000)_case3b
18.600,978119.111,856932.059,374864.518,62974.626,-1383.179,-9777.481,2939.369,531.333
18.700,978118.308,860726.191,380342.022,64122.006,-4199.027,-9832.946,2302.436,79.271
18.800,978119.682,864435.051,385836.541,65279.857,-6995.721,-9884.686,1668.156,-366.497
18.900,978124.181,868059.512,391347.089,66448.331,-9749.262,-9931.823,1040.874,-802.167
19.000,978132.720,871600.484,396872.675,67627.575,-12436.242,-9973.496,424.838,-1224.056
19.100,978146.175,875058.910,402412.301,68817.729,-15034.065,-10008.871,-175.834,-1628.623
19.200,978165.390,878435.769,407964.962,70018.928,-17521.142,-10037.144,-757.193,-2012.512
19.300,978191.171,881732.068,413529.651,71231.302,-19877.075,-10057.557,-1315.492,-2372.575
19.400,978224.293,884948.846,419105.355,72454.975,-22082.819,-10069.402,-1847.213,-2705.901
19.500,978265.495,888087.169,424691.058,73690.064,-24120.832,-10072.026,-2349.099,-3009.839
19.600,978315.484,891148.127,430285.745,74936.684,-25975.208,-10064.840,-2818.176,-3282.019
19.700,978374.933,894132.836,435888.396,76194.942,-27631.791,-10047.323,-3251.775,-3520.372
19.800,978444.484,897042.435,441497.993,77464.941,-29078.276,-10019.030,-3647.554,-3723.138
19.900,978524.746,899878.082,447113.518,78746.778,-30304.286,-9979.592,-4003.509,-3888.882
20.000,978616.296,902640.956,452733.951,80040.545,-31301.436,-9928.726,-4317.999,-4016.504
20.100,978719.680,905332.253,458358.278,81346.329,-32063.375,-9866.231,-4589.745,-4105.236
20.200,978835.414,907953.184,463985.485,82664.215,-32585.811,-9791.994,-4817.849,-4154.654
20.300,978963.986,910504.978,469614.561,83994.278,-32866.519,-9705.996,-5001.788,-4164.669
20.400,979105.850,912988.874,475244.500,85336.593,-32905.326,-9608.305,-5141.418,-4135.525
20.500,979261.434,915406.125,480874.297,86691.227,-32704.084,-9499.081,-5236.970,-4067.797
20.600,979431.139,917757.993,486502.955,88058.246,-32266.625,-9378.576,-5289.039,-3962.375
20.700,979615.334,920045.751,492129.482,89437.708,-31598.697,-9247.127,-5298.578,-3820.453
20.800,979814.365,922270.679,497752.891,90829.669,-30707.887,-9105.155,-5266.883,-3643.519
20.900,980028.548,924434.063,503372.201,92234.179,-29603.528,-8953.166,-5195.573,-3433.333
21.000,980258.174,926537.196,508986.438,93651.287,-28296.594,-8791.740,-5086.577,-3191.908
21.100,980503.510,928581.374,514594.638,95081.034,-26799.585,-8621.532,-4942.110,-2921.497
21.200,980764.795,930567.896,520195.841,96523.460,-25126.412,-8443.265,-4764.646,-2624.567
21.300,981042.245,932498.064,525789.098,97978.601,-23292.293,-8257.721,-4556.900,-2303.787
21.400,981336.054,934373.180,531373.467,99446.487,-21313.634,-8065.741,-4321.795,-1961.999
21.500,981646.390,936194.547,536948.017,100927.146,-19207.900,-7868.212,-4062.437,-1602.197
21.600,981973.398,937963.465,542511.824,102420.604,-16993.465,-7666.062,-3782.094,-1227.506
21.700,982317.204,939681.234,548063.977,103926.880,-14689.460,-7460.255,-3484.167,-841.147
21.800,982677.910,941349.149,553603.571,105445.993,-12315.611,-7251.780,-3172.164,-446.416
21.900,983055.598,942968.502,559129.715,106977.956,-9892.074,-7041.643,-2849.671,-46.656
22.000,983450.329,944540.580,564641.528,108522.781,-7439.265,-6830.862,-2520.321,354.777
22.100,983862.145,946066.663,570138.140,110080.477,-4977.690,-6620.454,-2187.765,754.532
22.200,984291.068,947548.026,575618.691,111651.048,-2527.778,-6411.431,-1855.642,1149.303
22.300,984737.102,948985.936,581082.333,113234.497,-109.704,-6204.791,-1527.547,1535.850
22.400,985200.234,950381.652,586528.232,114830.823,2256.769,-6001.507,-1207.004,1911.036
22.500,985680.430,951736.423,591955.564,116440.024,4552.458,-5802.526,-897.437,2271.854
22.600,986177.645,953051.490,597363.518,118062.093,6758.922,-5608.752,-602.137,2615.451
22.700,986691.811,954328.082,602751.295,119697.024,8858.630,-5421.049,-324.242,2939.151
22.800,987222.850,955567.419,608118.108,121344.804,10835.123,-5240.227,-66.701,3240.481
22.900,987770.665,956770.707,613463.184,123005.423,12673.161,-5067.038,167.741,3517.186
23.000,988335.147,957939.141,618785.762,124678.864,14358.850,-4902.172,376.571,3767.246
23.100,988916.171,959073.905,624085.096,126365.111,15879.747,-4746.249,557.526,3988.890
23.200,989513.600,960176.167,629360.449,128064.145,17224.960,-4599.817,708.609,4180.612
23.300,990127.284,961247.081,634611.103,129775.944,18385.218,-4463.347,828.102,4341.175
23.400,990757.058,962287.790,639836.347,131500.487,19352.933,-4337.228,914.581,4469.620
23.500,991402.749,963299.420,645035.489,133237.748,20122.246,-4221.768,966.925,4565.270
23.600,992064.170,964283.081,650207.847,134987.701,20689.054,-4117.187,984.319,4627.731
23.700,992741.125,965239.868,655352.753,136750.319,21051.020,-4023.623,966.262,4656.895
23.800,993433.405,966170.862,660469.554,138525.571,21207.571,-3941.125,912.566,4652.929
23.900,994140.794,967077.125,665557.609,140313.429,21159.877,-3869.655,823.353,4616.278
24.000,994863.066,967959.703,670616.291,142113.858,20910.816,-3809.091,699.055,4547.651
24.100,995599.985,968819.626,675644.988,143926.827,20464.926,-3759.226,540.403,4448.014
24.200,996351.308,969657.907,680643.099,145752.299,19828.343,-3719.775,348.418,4318.575
24.300,997116.783,970475.539,685610.039,147590.241,19008.720,-3690.369,124.400,4160.775
24.400,997896.151,971273.498,690545.236,149440.615,18015.148,-3670.570,-130.087,3976.266
24.500,998689.147,972052.745,695448.129,151303.383,16858.050,-3659.865,-413.229,3766.900
24.600,999495.499,972814.219,700318.174,153178.507,15549.077,-3657.678,-722.980,3534.709
24.700,1000314.929,973558.842,705154.839,155065.948,14101.001,-3663.371,-1057.081,3281.890
24.800,1001147.152,974287.518,709957.605,156965.665,12527.615,-3676.250,-1413.079,3010.794
24.900,1001991.880,975001.130,714725.965,158877.618,10843.617,-3695.575,-1788.350,2723.897
25.000,1002848.819,975700.546,719459.429,160801.765,9064.497,-3720.560,-2180.124,2423.789
25.100,1003717.671,976386.611,724157.517,162738.064,7206.406,-3750.385,-2585.508,2113.146
25.200,1004598.134,977060.154,728819.763,164686.472,5286.021,-3784.202,-3001.512,1794.712
25.300,1005489.903,977721.983,733445.713,166646.947,3320.401,-3821.143,-3425.079,1471.271
25.400,1006392.669,978372.887,738034.927,168619.446,1326.849,-3860.323,-3853.111,1145.629
25.500,1007306.120,979013.637,742586.977,170603.924,-677.235,-3900.853,-4282.499,820.586
25.600,1008229.943,979644.983,747101.448,172600.338,-2674.500,-3941.847,-4710.150,498.917
25.700,1009163.822,980267.658,751577.937,174608.643,-4647.787,-3982.425,-5133.009,183.346
25.800,1010107.439,980882.373,756016.054,176628.796,-6580.274,-4021.726,-5548.090,-123.474
25.900,1011060.475,981489.822,760415.420,178660.752,-8455.633,-4058.910,-5952.496,-418.985
26.000,1012022.610,982090.679,764775.669,180704.466,-10258.180,-4093.170,-6343.447,-700.744
26.100,1012993.524,982685.598,769096.447,182759.895,-11973.016,-4123.732,-6718.295,-966.444
26.200,1013972.894,983275.217,773377.411,184826.993,-13586.150,-4149.867,-7074.552,-1213.935
26.300,1014960.401,983860.150,777618.229,186905.709,-15084.619,-4170.896,-7409.902,-1441.249
26.400,1015955.722,984440.998,781818.583,188995.986,-16456.583,-4186.191,-7722.222,-1646.615
26.500,1016958.537,985018.338,785978.162,191097.759,-17691.420,-4195.185,-8009.596,-1828.478
26.600,1017968.526,985592.731,790096.671,193210.953,-18779.794,-4197.372,-8270.326,-1985.507
26.700,1018985.370,986164.720,794173.822,195335.488,-19713.728,-4192.316,-8502.946,-2116.607
26.800,1020008.751,986734.828,798209.340,197471.274,-20486.648,-4179.648,-8706.229,-2220.924
26.900,1021038.354,987303.560,802202.959,199618.216,-21093.421,-4159.075,-8879.192,-2297.852
27.000,1022073.863,987871.405,806154.424,201776.209,-21530.384,-4130.376,-9021.103,-2347.032
27.100,1023114.967,988438.831,810063.490,203945.142,-21795.345,-4093.408,-9131.482,-2368.352
27.200,1024161.354,989006.290,813929.923,206124.897,-21887.590,-4048.105,-9210.101,-2361.949
27.300,1025212.718,989574.216,817753.497,208315.348,-21807.861,-3994.478,-9256.983,-2328.198
27.400,1026268.752,990143.027,821533.997,210516.363,-21558.332,-3932.612,-9272.395,-2267.710
27.500,1027329.155,990713.121,825271.217,212727.802,-21142.568,-3862.668,-9256.848,-2181.321
27.600,1028393.627,991284.883,828964.959,214949.520,-20565.475,-3784.880,-9211.089,-2070.085
27.700,1029461.871,991858.677,832615.037,217181.364,-19833.236,-3699.551,-9136.094,-1935.256
27.800,1030533.595,992434.854,836221.271,219423.175,-18953.241,-3607.049,-9033.063,-1778.280
27.900,1031608.509,993013.747,839783.491,221674.788,-17934.010,-3507.808,-8903.401,-1600.776
28.000,1032686.328,993595.674,843301.534,223936.033,-16785.107,-3402.318,-8748.709,-1404.523
28.100,1033766.768,994180.936,846775.247,226206.735,-15517.072,-3291.125,-8570.771,-1191.446
28.200,1034849.554,994769.820,850204.484,228486.710,-14141.332,-3174.823,-8371.537,-963.601
