time_ms,case1,case2,case3a,case3b
108.800,-105390.309,-25373.475,-7135.179,-6064.386
108.900,-110383.385,-26343.224,-7106.304,-6015.195
109.000,-115415.747,-27305.563,-7071.876,-5959.582
109.100,-120486.583,-28259.918,-7031.703,-5897.334
109.200,-125595.058,-29205.715,-6985.620,-5828.270
109.300,-130740.309,-30142.387,-6933.484,-5752.248
109.400,-135921.450,-31069.369,-6875.181,-5669.160
109.500,-141137.569,-31986.105,-6810.625,-5578.938
109.600,-146387.733,-32892.044,-6739.759,-5481.557
109.700,-151670.988,-33786.644,-6662.560,-5377.030
109.800,-156986.361,-34669.371,-6579.034,-5265.415
109.900,-162332.859,-35539.702,-6489.222,-5146.811
110.000,-167709.472,-36397.122,-6393.198,-5021.360
110.100,-173115.173,-37241.129,-6291.067,-4889.247
110.200,-178548.921,-38071.232,-6182.970,-4750.697
110.300,-184009.662,-38886.950,-6069.078,-4605.976
110.400,-189496.327,-39687.817,-5949.593,-4455.387
110.500,-195007.836,-40473.377,-5824.748,-4299.272
110.600,-200543.101,-41243.190,-5694.805,-4138.006
110.700,-206101.020,-41996.827,-5560.052,-3971.996
110.800,-211680.488,-42733.874,-5420.804,-3801.678
110.900,-217280.388,-43453.930,-5277.396,-3627.516
111.000,-222899.599,-44156.609,-5130.187,-3449.995
111.100,-228536.996,-44841.538,-4979.551,-3269.622
111.200,-234191.448,-45508.359,-4825.881,-3086.917
111.300,-239861.820,-46156.729,-4669.579,-2902.415
111.400,-245546.976,-46786.317,-4511.060,-2716.659
111.500,-251245.779,-47396.810,-4350.746,-2530.196
111.600,-256957.091,-47987.907,-4189.061,-2343.573
111.700,-262679.772,-48559.323,-4026.432,-2157.336
111.800,-268412.686,-49110.786,-3863.282,-1972.023
111.900,-274154.698,-49642.039,-3700.031,-1788.159
112.000,-279904.675,-50152.841,-3537.091,-1606.257
112.100,-285661.489,-50642.964,-3374.863,-1426.810
112.200,-291424.013,-51112.193,-3213.733,-1250.292
112.300,-297191.129,-51560.328,-3054.074,-1077.147
112.400,-302961.721,-51987.186,-2896.239,-907.796
112.500,-308734.680,-52392.593,-2740.558,-742.626
112.600,-314508.905,-52776.392,-2587.343,-581.991
112.700,-320283.301,-53138.440,-2436.878,-426.210
112.800,-326056.781,-53478.604,-2289.419,-275.562
112.900,-331828.267,-53796.768,-2145.199,-130.287
113.000,-337596.690,-54092.827,-2004.416,9.419
113.100,-343360.989,-54366.691,-1867.243,143.404
113.200,-349120.114,-54618.281,-1733.818,271.560
113.300,-354873.027,-54847.531,-1604.251,393.826
113.400,-360618.698,-55054.388,-1478.617,510.186
113.500,-366356.108,-55238.810,-1356.963,620.666
113.600,-372084.253,-55400.769,-1239.301,725.339
113.700,-377802.138,-55540.248,-1125.616,824.319
113.800,-383508.780,-55657.240,-1015.859,917.760
113.900,-389203.211,-55751.752,-909.957,1005.855
114.000,-394884.473,-55823.800,-807.804,1088.832
114.100,-400551.625,-55873.413,-709.272,1166.955
114.200,-406203.734,-55900.629,-614.206,1240.517
114.300,-411839.886,-55905.497,-522.430,1309.840
114.400,-417459.177,-55888.077,-433.745,1375.273
114.500,-423060.720,-55848.438,-347.935,1437.185
114.600,-428643.641,-55786.659,-264.768,1495.963
114.700,-434207.079,-55702.830,-183.995,1552.009
114.800,-439750.190,-55597.049,-105.360,1605.735
114.900,-445272.144,-55469.423,-28.595,1657.561
115.000,-450772.126,-55320.068,46.575,1707.907
115.100,-456249.334,-55149.110,120.427,1757.194
115.200,-461702.984,-54956.681,193.242,1805.835
115.300,-467132.305,-54742.922,265.296,1854.236
115.400,-472536.542,-54507.984,336.866,1902.789
115.500,-477914.957,-54252.024,408.219,1951.871
115.600,-483266.824,-53975.204,479.617,2001.837
115.700,-488591.434,-53677.699,551.310,2053.022
115.800,-493888.093,-53359.684,623.534,2105.733
115.900,-499156.124,-53021.347,696.512,2160.253
116.000,-504394.863,-52662.879,770.451,2216.833
116.100,-509603.662,-52284.477,845.540,2275.697
116.200,-514781.888,-51886.346,921.947,2337.033
116.300,-519928.925,-51468.694,999.821,2400.998
116.400,-525044.169,-51031.738,1079.288,2467.715
116.500,-530127.035,-50575.698,1160.453,2537.270
116.600,-535176.949,-50100.799,1243.395,2609.715
116.700,-540193.355,-49607.271,1328.173,2685.066
116.800,-545175.710,-49095.350,1414.819,2763.305
116.900,-550123.487,-48565.274,1503.342,2844.378
117.000,-555036.172,-48017.287,1593.729,2928.198
117.100,-559913.267,-47451.636,1685.942,3014.643
117.200,-564754.288,-46868.572,1779.920,3103.564
117.300,-569558.766,-46268.349,1875.581,3194.777
117.400,-574326.243,-45651.225,1972.823,3288.073
117.500,-579056.279,-45017.460,2071.523,3383.217
117.600,-583748.444,-44367.318,2171.541,3479.947
117.700,-588402.326,-43701.065,2272.717,3577.984
117.800,-593017.522,-43018.969,2374.881,3677.026
117.900,-597593.646,-42321.301,2477.844,3776.759
118.000,-602130.321,-41608.334,2581.409,3876.851
118.100,-606627.188,-40880.341,2685.368,3976.963
118.200,-611083.896,-40137.599,2789.505,4076.747
118.300,-615500.110,-39380.386,2893.598,4175.851
118.400,-619875.506,-38608.979,2997.422,4273.920
118.500,-624209.771,-37823.659,3100.748,4370.603
118.600,-628502.606,-37024.706,3203.352,4465.551
118.700,-632753.724,-36212.402,3305.007,4558.426
118.800,-636962.846,-35387.027,3405.493,4648.900
118.900,-641129.709,-34548.864,3504.597,4736.659
119.000,-645254.058,-33698.196,3602.113,4821.407
119.100,-649335.650,-32835.305,3697.844,4902.868
119.200,-653374.253,-31960.472,3791.606,4980.785
119.300,-657369.645,-31073.979,3883.227,5054.928
119.400,-661321.613,-30176.108,3972.550,5125.092
119.500,-665229.958,-29267.139,4059.434,5191.100
119.600,-669094.486,-28347.353,4143.755,5252.805
119.700,-672915.015,-27417.028,4225.404,5310.089
119.800,-676691.374,-26476.443,4304.295,5362.866
119.900,-680423.397,-25525.874,4380.358,5411.082
120.000,-684110.931,-24565.597,4453.543,5454.715
120.100,-687753.829,-23595.886,4523.822,5493.775
120.200,-691351.954,-22617.014,4591.184,5528.305
120.300,-694905.177,-21629.252,4655.640,5558.377
120.400,-698413.376,-20632.869,4717.220,5584.097
120.500,-701876.438,-19628.132,4775.974,5605.598
120.600,-705294.257,-18615.306,4831.969,5623.044
120.700,-708666.735,-17594.656,4885.291,5636.623
120.800,-711993.779,-16566.443,4936.044,5646.553
120.900,-715275.308,-15530.925,4984.345,5653.069
121.000,-718511.258,-14488.375,5030.315,5656.422
121.100,-721701.589,-13439.078,5074.067,5656.859
121.200,-724846.291,-12383.339,5115.709,5654.626
121.300,-727945.377,-11321.478,5155.340,5649.965
121.400,-730998.887,-10253.833,5193.050,5643.111
121.500,-734006.888,-9180.752,5228.920,5634.292
121.600,-736969.469,-8102.601,5263.021,5623.724
121.700,-739886.747,-7019.757,5295.414,5611.615
121.800,-742758.860,-5932.608,5326.150,5598.159
121.900,-745585.974,-4841.551,5355.269,5583.536
122.000,-748368.275,-3746.994,5382.801,5567.913
122.100,-751105.974,-2649.352,5408.769,5551.443
122.200,-753799.304,-1549.046,5433.183,5534.262
122.300,-756448.520,-446.504,5456.046,5516.491
122.400,-759053.900,657.843,5477.351,5498.236
122.500,-761615.741,1763.561,5497.084,5479.585
122.600,-764134.360,2870.212,5515.224,5460.610
122.700,-766610.095,3977.359,5531.743,5441.364
122.800,-769043.303,5084.564,5546.609,5421.887
122.900,-771434.359,6191.387,5559.782,5402.199
123.000,-773783.654,7297.393,5571.221,5382.308
123.100,-776091.599,8402.148,5580.880,5362.204
123.200,-778358.619,9505.220,5588.713,5341.864
123.300,-780585.154,10606.182,5594.671,5321.252
123.400,-782771.662,11704.610,5598.706,5300.319
123.500,-784918.611,12800.086,5600.772,5279.003
123.600,-787026.486,13892.197,5600.822,5257.235
123.700,-789095.782,14980.536,5598.813,5234.935
123.800,-791127.007,16064.703,5594.707,5212.015
123.900,-793120.680,17144.303,5588.468,5188.383
124.000,-795077.331,18218.951,5580.067,5163.940
124.100,-796997.500,19288.267,5569.481,5138.584
124.200,-798881.734,20351.880,5556.691,5112.211
124.300,-800730.591,21409.428,5541.688,5084.718
124.400,-802544.635,22460.557,5524.469,5056.001
124.500,-804324.438,23504.919,5505.040,5025.959
124.600,-806070.577,24542.180,5483.415,4994.494
124.700,-807783.637,25572.010,5459.617,4961.514
124.800,-809464.206,26594.091,5433.677,4926.933
124.900,-811112.878,27608.114,5405.636,4890.671
125.000,-812730.250,28613.780,5375.544,4852.658
125.100,-814316.922,29610.796,5343.458,4812.833
125.200,-815873.498,30598.883,5309.447,4771.144
125.300,-817400.582,31577.769,5273.585,4727.554
125.400,-818898.782,32547.193,5235.956,4682.033
125.500,-820368.706,33506.901,5196.653,4634.566
125.600,-821810.963,34456.653,5155.773,4585.152
125.700,-823226.160,35396.214,5113.423,4533.800
125.800,-824614.906,36325.363,5069.713,4480.535
125.900,-825977.809,37243.884,5024.761,4425.394
126.000,-827315.473,38151.574,4978.689,4368.429
126.100,-828628.504,39048.238,4931.621,4309.703
126.200,-829917.503,39933.691,4883.687,4249.294
126.300,-831183.068,40807.757,4835.017,4187.291
126.400,-832425.797,41670.270,4785.746,4123.795
126.500,-833646.281,42521.071,4736.004,4058.920
126.600,-834845.110,43360.013,4685.926,3992.789
126.700,-836022.869,44186.956,4635.644,3925.535
126.800,-837180.137,45001.770,4585.286,3857.300
126.900,-838317.490,45804.333,4534.980,3788.233
127.000,-839435.498,46594.532,4484.850,3718.491
127.100,-840534.726,47372.263,4435.014,3648.236
127.200,-841615.734,48137.430,4385.586,3577.634
127.300,-842679.075,48889.944,4336.674,3506.853
127.400,-843725.296,49629.727,4288.379,3436.067
127.500,-844754.938,50356.708,4240.796,3365.445
127.600,-845768.534,51070.822,4194.010,3295.159
127.700,-846766.612,51772.014,4148.100,3225.378
127.800,-847749.692,52460.237,4103.136,3156.268
127.900,-848718.287,53135.449,4059.179,3087.991
128.000,-849672.902,53797.619,4016.280,3020.700
128.100,-850614.035,54446.719,3974.481,2954.546
128.200,-851542.176,55082.731,3933.815,2889.669
128.300,-852457.807,55705.645,3894.305,2826.201
128.400,-853361.402,56315.453,3855.964,2764.264
128.500,-854253.427,56912.160,3818.798,2703.969
128.600,-855134.340,57495.771,3782.800,2645.415
128.700,-856004.590,58066.303,3747.956,2588.690
128.800,-856864.618,58623.776,3714.245,2533.868
128.900,-857714.856,59168.217,3681.633,2481.010
129.000,-858555.729,59699.658,3650.083,2430.165
129.100,-859387.650,60218.138,3619.549,2381.365
129.200,-860211.027,60723.702,3589.977,2334.629
129.300,-861026.257,61216.398,3561.307,2289.964
129.400,-861833.728,61696.281,3533.475,2247.360
129.500,-862633.821,62163.412,3506.411,2206.795
129.600,-863426.906,62617.854,3480.041,2168.233
129.700,-864213.347,63059.679,3454.288,2131.625
129.800,-864993.495,63488.960,3429.071,2096.909
129.900,-865767.696,63905.776,3404.309,2064.012
130.000,-866536.286,64310.211,3379.918,2032.849
130.100,-867299.590,64702.351,3355.814,2003.323
130.200,-868057.927,65082.289,3331.914,1975.332
130.300,-868811.607,65450.120,3308.136,1948.760
130.400,-869560.929,65805.943,3284.400,1923.486
130.500,-870306.185,66149.860,3260.627,1899.384
130.600,-871047.659,66481.979,3236.742,1876.320
130.700,-871785.624,66802.409,3212.675,1854.157
130.800,-872520.346,67111.262,3188.358,1832.753
130.900,-873252.084,67408.654,3163.730,1811.967
131.000,-873981.086,67694.704,3138.733,1791.656
131.100,-874707.592,67969.534,3113.318,1771.676
131.200,-875431.834,68233.267,3087.440,1751.887
131.300,-876154.038,68486.029,3061.059,1732.150
131.400,-876874.418,68727.951,3034.146,1712.331
131.500,-877593.184,68959.163,3006.674,1692.301
131.600,-878310.534,69179.797,2978.627,1671.936
131.700,-879026.662,69389.989,2949.995,1651.120
131.800,-879741.751,69589.876,2920.772,1629.744
131.900,-880455.980,69779.596,2890.964,1607.709
132.000,-881169.516,69959.290,2860.580,1584.924
132.100,-881882.522,70129.099,2829.638,1561.310
132.200,-882595.152,70289.165,2798.162,1536.796
132.300,-883307.555,70439.633,2766.180,1511.324
132.400,-884019.870,70580.647,2733.729,1484.848
132.500,-884732.231,70712.355,2700.850,1457.333
132.600,-885444.764,70834.903,2667.590,1428.757
132.700,-886157.577,70948.449,2634.009,1399.120
132.800,-886870.755,71053.173,2600.194,1368.452
132.900,-887584.353,71149.273,2566.250,1336.818
133.000,-888298.403,71236.965,2532.308,1304.309
133.100,-889012.909,71316.488,2498.517,1271.050
133.200,-889727.849,71388.095,2465.048,1237.192
133.300,-890443.176,71452.057,2432.085,1202.911
133.400,-891158.817,71508.661,2399.831,1168.410
133.500,-891874.676,71558.207,2368.498,1133.911
133.600,-892590.628,71601.010,2338.312,1099.658
133.700,-893306.528,71637.395,2309.506,1065.908
133.800,-894022.204,71667.700,2282.317,1032.933
133.900,-894737.461,71692.270,2256.988,1001.018
134.000,-895452.083,71711.460,2233.762,970.451
134.100,-896165.828,71725.632,2212.879,941.530
134.200,-896878.436,71735.154,2194.574,914.551
134.300,-897589.622,71740.399,2179.079,889.811
134.400,-898299.081,71741.742,2166.613,867.600
134.500,-899006.489,71739.565,2157.386,848.204
134.600,-899711.501,71734.249,2151.592,831.898
134.700,-900413.755,71726.177,2149.411,818.943
134.800,-901112.868,71715.732,2151.006,809.585
134.900,-901808.440,71703.297,2156.519,804.054
135.000,-902500.055,71689.253,2166.073,802.558
135.100,-903187.281,71673.981,2179.767,805.283
135.200,-903869.669,71657.857,2197.678,812.392
135.300,-904546.755,71641.254,2219.858,824.021
135.400,-905218.063,71624.544,2246.336,840.279
135.500,-905883.101,71608.092,2277.113,861.246
135.600,-906541.365,71592.259,2312.165,886.974
135.700,-907192.339,71577.401,2351.444,917.484
135.800,-907835.495,71563.868,2394.876,952.765
135.900,-908470.297,71552.006,2442.359,992.778
136.000,-909096.194,71542.151,2493.771,1037.451
136.100,-909712.630,71534.637,2548.963,1086.681
136.200,-910319.039,71529.787,2607.767,1140.335
136.300,-910914.845,71527.919,2669.989,1198.250
136.400,-911499.467,71529.345,2735.420,1260.236
136.500,-912072.316,71534.366,2803.829,1326.073
136.600,-912632.798,71543.279,2874.971,1395.518
136.700,-913180.312,71556.371,2948.586,1468.302
136.800,-913714.252,71573.921,3024.399,1544.135
136.900,-914234.009,71596.202,3102.127,1622.706
137.000,-914738.970,71623.476,3181.479,1703.689
137.100,-915228.517,71655.999,3262.155,1786.742
137.200,-915702.030,71694.017,3343.853,1871.513
137.300,-916158.890,71737.771,3426.269,1957.641
137.400,-916598.471,71787.490,3509.099,2044.759
137.500,-917020.149,71843.395,3592.043,2132.498
137.600,-917423.300,71905.702,3674.805,2220.486
137.700,-917807.297,71974.615,3757.097,2308.357
137.800,-918171.517,72050.331,3838.639,2395.747
137.900,-918515.333,72133.039,3919.163,2482.302
138.000,-918838.124,72222.919,3998.416,2567.677
138.100,-919139.267,72320.143,4076.156,2651.541
138.200,-919418.143,72424.876,4152.161,2733.577
138.300,-919674.134,72537.272,4226.226,2813.488
138.400,-919906.625,72657.480,4298.165,2890.993
138.500,-920115.005,72785.639,4367.812,2965.836
138.600,-920298.666,72921.880,4435.023,3037.782
138.700,-920457.003,73066.328,4499.676,3106.619
138.800,-920589.415,73219.098,4561.673,3172.165
138.900,-920695.307,73380.299,4620.937,3234.259
139.000,-920774.088,73550.031,4677.415,3292.770
139.100,-920825.170,73728.386,4731.079,3347.597
139.200,-920847.973,73915.451,4781.923,3398.663
139.300,-920841.921,74111.304,4829.962,3445.921
139.400,-920806.443,74316.015,4875.237,3489.354
139.500,-920740.976,74529.649,4917.806,3528.969
139.600,-920644.962,74752.262,4957.752,3564.804
139.700,-920517.848,74983.904,4995.174,3596.920
139.800,-920359.091,75224.618,5030.192,3625.406
139.900,-920168.150,75474.440,5062.941,3650.373
140.000,-919944.496,75733.400,5093.571,3671.957
140.100,-919687.604,76001.522,5122.248,3690.313
140.200,-919396.955,76278.823,5149.149,3705.618
140.300,-919072.042,76565.313,5174.462,3718.066
140.400,-918712.360,76860.997,5198.382,3727.871
140.500,-918317.417,77165.874,5221.112,3735.258
140.600,-917886.723,77479.937,5242.860,3740.470
140.700,-917419.801,77803.174,5263.836,3743.760
140.800,-916916.178,78135.565,5284.252,3745.389
140.900,-916375.393,78477.088,5304.319,3745.629
141.000,-915796.988,78827.714,5324.243,3744.755
141.100,-915180.518,79187.408,5344.229,3743.044
141.200,-914525.543,79556.132,5364.473,3740.776
141.300,-913831.632,79933.841,5385.165,3738.227
141.400,-913098.363,80320.488,5406.482,3735.669
141.500,-912325.323,80716.017,5428.595,3733.369
141.600,-911512.104,81120.373,5451.658,3731.585
141.700,-910658.310,81533.492,5475.814,3730.563
141.800,-909763.552,81955.308,5501.191,3730.538
141.900,-908827.449,82385.751,5527.900,3731.730
142.000,-907849.628,82824.748,5556.037,3734.343
142.100,-906829.726,83272.218,5585.681,3738.561
142.200,-905767.387,83728.082,5616.891,3744.553
142.300,-904662.263,84192.254,5649.711,3752.465
142.400,-903514.016,84664.644,5684.166,3762.421
142.500,-902322.314,85145.161,5720.261,3774.524
142.600,-901086.836,85633.711,5757.987,3788.854
142.700,-899807.267,86130.195,5797.315,3805.466
142.800,-898483.300,86634.512,5838.197,3824.393
142.900,-897114.638,87146.558,5880.572,3845.641
143.000,-895700.990,87666.228,5924.361,3869.196
143.100,-894242.074,88193.413,5969.471,3895.017
143.200,-892737.616,88728.001,6015.795,3923.042
143.300,-891187.349,89269.880,6063.213,3953.187
143.400,-889591.015,89818.934,6111.592,3985.347
143.500,-887948.363,90375.047,6160.792,4019.396
143.600,-886259.149,90938.097,6210.661,4055.189
143.700,-884523.137,91507.966,6261.041,4092.564
143.800,-882740.099,92084.530,6311.768,4131.345
143.900,-880909.813,92667.665,6362.672,4171.339
144.000,-879032.065,93257.247,6413.581,4212.341
144.100,-877106.649,93853.147,6464.323,4254.138
144.200,-875133.365,94455.239,6514.724,4296.504
144.300,-873112.019,95063.394,6564.613,4339.211
144.400,-871042.426,95677.481,6613.821,4382.023
144.500,-868924.405,96297.370,6662.185,4424.703
144.600,-866757.786,96922.930,6709.547,4467.013
144.700,-864542.400,97554.029,6755.757,4508.717
144.800,-862278.088,98190.534,6800.674,4549.582
144.900,-859964.697,98832.312,6844.165,4589.382
145.000,-857602.078,99479.229,6886.109,4627.895
145.100,-855190.091,100131.153,6926.397,4664.913
145.200,-852728.599,100787.949,6964.933,4700.236
145.300,-850217.474,101449.484,7001.634,4733.677
145.400,-847656.590,102115.624,7036.431,4765.066
145.500,-845045.829,102786.235,7069.268,4794.244
145.600,-842385.078,103461.183,7100.107,4821.074
145.700,-839674.230,104140.336,7128.922,4845.432
145.800,-836913.180,104823.561,7155.704,4867.218
145.900,-834101.833,105510.725,7180.458,4886.348
146.000,-831240.095,106201.696,7203.205,4902.759
146.100,-828327.878,106896.343,7223.979,4916.412
146.200,-825365.100,107594.535,7242.831,4927.284
146.300,-822351.681,108296.142,7259.821,4935.376
146.400,-819287.547,109001.035,7275.027,4940.711
146.500,-816172.628,109709.085,7288.536,4943.331
146.600,-813006.860,110420.166,7300.448,4943.300
146.700,-809790.180,111134.150,7310.871,4940.700
146.800,-806522.540,111850.902,7319.915,4935.624
146.900,-803203.931,112570.255,7327.664,4928.150
147.000,-799834.385,113292.002,7334.169,4918.333
147.100,-796413.978,114015.899,7339.449,4906.203
147.200,-792942.831,114741.668,7343.491,4891.771
147.300,-789421.106,115468.994,7346.248,4875.021
147.400,-785849.011,116197.530,7347.644,4855.920
147.500,-782226.792,116926.898,7347.573,4834.414
147.600,-778554.741,117656.692,7345.900,4810.431
147.700,-774833.189,118386.481,7342.466,4783.879
147.800,-771062.510,119115.809,7337.087,4754.654
147.900,-767243.116,119844.199,7329.560,4722.636
148.000,-763375.461,120571.153,7319.660,4687.692
148.100,-759460.036,121296.157,7307.152,4649.680
148.200,-755497.372,122018.685,7291.783,4608.450
148.300,-751488.034,122738.194,7273.295,4563.847
148.400,-747432.627,123454.132,7251.422,4515.711
148.500,-743331.788,124165.939,7225.895,4463.884
148.600,-739186.189,124873.048,7196.448,4408.207
148.700,-734996.538,125574.887,7162.816,4348.527
148.800,-730763.570,126270.880,7124.743,4284.696
148.900,-726488.054,126960.451,7081.982,4216.576
149.000,-722170.789,127643.023,7034.300,4144.039
149.100,-717812.600,128318.019,6981.480,4066.971
149.200,-713414.343,128984.868,6923.323,3985.272
149.300,-708976.896,129643.001,6859.652,3898.859
149.400,-704501.165,130291.852,6790.315,3807.670
149.500,-699988.078,130930.865,6715.183,3711.660
149.600,-695438.586,131559.490,6634.156,3610.808
149.700,-690853.660,132177.183,6547.164,3505.114
149.800,-686234.294,132783.410,6454.166,3394.603
149.900,-681581.496,133377.648,6355.153,3279.322
150.000,-676896.296,133959.383,6250.149,3159.347
150.100,-672179.737,134528.112,6139.209,3034.775
150.200,-667432.879,135083.343,6022.423,2905.729
150.300,-662656.795,135624.597,5899.910,2772.359
150.400,-657852.572,136151.406,5771.826,2634.837
150.500,-653021.306,136663.317,5638.355,2493.359
150.600,-648164.106,137159.888,5499.711,2348.147
150.700,-643282.089,137640.692,5356.140,2199.440
150.800,-638376.381,138105.314,5207.913,2047.499
150.900,-633448.115,138553.354,5055.327,1892.602
151.000,-628498.429,138984.427,4898.704,1735.041
151.100,-623528.469,139398.160,4738.387,1575.123
151.200,-618539.382,139794.197,4574.738,1413.164
151.300,-613532.320,140172.193,4408.134,1249.491
151.400,-608508.438,140531.822,4238.970,1084.437
151.500,-603468.889,140872.770,4067.648,918.340
151.600,-598414.831,141194.736,3894.580,751.540
151.700,-593347.419,141497.438,3720.183,584.380
151.800,-588267.806,141780.604,3544.877,417.199
151.900,-583177.146,142043.979,3369.080,250.333
152.000,-578076.588,142287.324,3193.209,84.114
152.100,-572967.277,142510.410,3017.670,-81.136
152.200,-567850.357,142713.026,2842.865,-245.100
152.300,-562726.962,142894.974,2669.179,-407.478
152.400,-557598.226,143056.070,2496.986,-567.977
152.500,-552465.272,143196.144,2326.640,-726.322
152.600,-547329.219,143315.041,2158.476,-882.253
152.700,-542191.177,143412.618,1992.809,-1035.527
152.800,-537052.250,143488.747,1829.927,-1185.918
152.900,-531913.530,143543.311,1670.095,-1333.222
153.000,-526776.104,143576.210,1513.550,-1477.252
153.100,-521641.047,143587.354,1360.501,-1617.845
153.200,-516509.423,143576.668,1211.125,-1754.857
153.300,-511382.288,143544.087,1065.573,-1888.168
153.400,-506260.686,143489.560,923.960,-2017.678
153.500,-501145.648,143413.050,786.374,-2143.311
153.600,-496038.196,143314.530,652.869,-2265.011
153.700,-490939.339,143193.985,523.469,-2382.747
153.800,-485850.072,143051.412,398.166,-2496.505
153.900,-480771.379,142886.819,276.924,-2606.295
154.000,-475704.230,142700.227,159.677,-2712.147
154.100,-470649.582,142491.666,46.329,-2814.107
154.200,-465608.380,142261.178,-63.240,-2912.243
154.300,-460581.551,142008.815,-169.176,-3006.638
154.400,-455570.013,141734.639,-271.648,-3097.398
154.500,-450574.665,141438.723,-370.848,-3184.642
154.600,-445596.395,141121.149,-466.985,-3268.513
154.700,-440636.076,140782.009,-560.287,-3349.166
154.800,-435694.563,140421.405,-650.997,-3426.776
154.900,-430772.700,140039.447,-739.368,-3501.531
155.000,-425871.314,139636.255,-825.667,-3573.630
155.100,-420991.217,139211.957,-910.164,-3643.287
155.200,-416133.207,138766.688,-993.138,-3710.721
155.300,-411298.063,138300.595,-1074.868,-3776.163
155.400,-406486.554,137813.830,-1155.633,-3839.845
155.500,-401699.429,137306.552,-1235.711,-3902.004
155.600,-396937.423,136778.930,-1315.374,-3962.879
155.700,-392201.258,136231.139,-1394.886,-4022.707
155.800,-387491.636,135663.360,-1474.502,-4081.722
155.900,-382809.246,135075.782,-1554.465,-4140.152
156.000,-378154.762,134468.601,-1635.005,-4198.219
156.100,-373528.841,133842.018,-1716.336,-4256.137
156.200,-368932.127,133196.239,-1798.654,-4314.106
156.300,-364365.245,132531.478,-1882.138,-4372.317
156.400,-359828.807,131847.954,-1966.945,-4430.945
156.500,-355323.410,131145.890,-2053.211,-4490.150
156.600,-350849.635,130425.516,-2141.051,-4550.074
156.700,-346408.047,129687.064,-2230.556,-4610.843
156.800,-341999.199,128930.774,-2321.793,-4672.564
156.900,-337623.626,128156.887,-2414.808,-4735.321
157.000,-333281.849,127365.651,-2509.620,-4799.183
157.100,-328974.376,126557.316,-2606.226,-4864.194
157.200,-324701.699,125732.136,-2704.600,-4930.379
157.300,-320464.295,124890.369,-2804.691,-4997.742
157.400,-316262.628,124032.276,-2906.428,-5066.265
157.500,-312097.147,123158.121,-3009.718,-5135.911
157.600,-307968.289,122268.170,-3114.448,-5206.621
157.700,-303876.474,121362.693,-3220.487,-5278.318
157.800,-299822.112,120441.961,-3327.685,-5350.905
157.900,-295805.596,119506.248,-3435.877,-5424.269
158.000,-291827.309,118555.830,-3544.884,-5498.279
158.100,-287887.618,117590.984,-3654.513,-5572.789
158.200,-283986.879,116611.990,-3764.563,-5647.638
158.300,-280125.436,115619.128,-3874.822,-5722.657
158.400,-276303.618,114612.679,-3985.072,-5797.666
158.500,-272521.743,113592.927,-4095.091,-5872.475
158.600,-268780.117,112560.154,-4204.654,-5946.892
158.700,-265079.035,111514.646,-4313.535,-6020.718
158.800,-261418.779,110456.685,-4421.510,-6093.753
158.900,-257799.619,109386.558,-4528.358,-6165.797
159.000,-254221.815,108304.550,-4633.864,-6236.651
159.100,-250685.617,107210.945,-4737.820,-6306.122
159.200,-247191.261,106106.028,-4840.027,-6374.020
159.300,-243738.975,104990.083,-4940.295,-6440.163
159.400,-240328.976,103863.395,-5038.450,-6504.377
159.500,-236961.471,102726.247,-5134.330,-6566.500
159.600,-233636.656,101578.920,-5227.786,-6626.379
159.700,-230354.719,100421.698,-5318.688,-6683.876
159.800,-227115.836,99254.859,-5406.923,-6738.864
159.900,-223920.178,98078.684,-5492.395,-6791.236
160.000,-220767.902,96893.450,-5575.027,-6840.896
160.100,-217659.159,95699.434,-5654.762,-6887.768
160.200,-214594.092,94496.910,-5731.563,-6931.792
160.300,-211572.834,93286.152,-5805.412,-6972.927
160.400,-208595.511,92067.430,-5876.310,-7011.148
160.500,-205662.240,90841.015,-5944.281,-7046.451
160.600,-202773.131,89607.174,-6009.364,-7078.849
160.700,-199928.288,88366.172,-6071.621,-7108.374
